ID,Name,Type,Neighborhood,Story,Nudge,Vibe: Quiet,Vibe: Inside,Vibe: Active,Tags,Price Level,Has Embedding,Active,Created At,Availability
227,Lucky's 1313 Brew Pub,other,1313 Regent St,"Massive indoor space for Badgers fans owned by former UW basketball player Rod Ripley. The basketball connection is real, the gameday atmosphere is serious.","Game days only, really. The space accommodates huge crowds. Otherwise just a big brewpub.",0.2,0.9,0.8,"friend-hangout, food-focused",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""16:00"",""close"":""02:00""},""hours_verified"":false}"
201,Mickey's Tavern,other,Willy Street,"Willy Street institution since 1902, formerly the Schubert Hotel. Kitschy and eclectic LGBTQA-friendly dive that does brunch the morning after live music nights. One of the most memorable bars on the east side for good reason.",Weekend nights for live music. Sunday brunch to recover. The eclectic decor is part of the experience—embrace it.,0.3,0.9,0.6,"friend-hangout, outside-my-norm, food-focused",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""16:00"",""close"":""02:00""},""hours_verified"":false}"
213,Monday's Bar (Mackesey's Irish Pub),other,State Street,"Family-run Irish tavern in the middle of State Street. $2 rails and domestics on Monday nights, strong drinks every other night. The kind of Irish bar that's actually run by Irish people.",Monday nights for the specials and the name. Jameson and Guinness poured correctly. Darts in the back. Late night when State Street empties.,0.3,0.9,0.6,"friend-hangout, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""16:00"",""close"":""02:00""},""hours_verified"":false}"
218,Muskellounge (The Musky),other,Near Lake Monona,"Airy bar near Lake Monona with fish taxidermy, ping-pong, shuffleboard, arcade games. Craft cocktails including draft boulevardiers and brandy old-fashioneds. Classic-meets-modern without trying too hard.",Weeknight for games and conversation. The boulevardier on draft is unusual and good. Ping-pong in the back. Soft pretzels with beer cheese.,0.5,0.9,0.5,"friend-hangout, date-night",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""16:00"",""close"":""02:00""},""hours_verified"":false}"
219,Pitcher's Pub,other,323 W. Beltline Hwy,"Sprawling west side sports bar with pool tables, dartboards, and arm wrestling tournaments. Every Badgers, Packers, and fantasy football viewing party. The kind of place that takes sports seriously without being obnoxious.",Game days for atmosphere. Pool and darts any other time. The space is big enough to find your own corner.,0.3,0.9,0.6,"friend-hangout, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""16:00"",""close"":""02:00""},""hours_verified"":false}"
222,Players Sports Bar & Grill,other,2013 Winnebago St,"East side neighborhood sports bar operating since 1990. Diverse but largely blue collar and local crowd. Pool tables, lots of TVs, ""the HOOK IT"" menu item that regulars know about.","Weeknight for the neighborhood vibe. Pool tables in the back. Ask about the HOOK IT. Not fancy, that's the point.",0.3,0.9,0.6,"friend-hangout, food-focused, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""16:00"",""close"":""02:00""},""hours_verified"":false}"
216,SCONNIEBAR,other,1421 Regent St,"Madison's premier sports bar with ""Celebrate Wisconsin"" theme. 37+ TVs, accommodates 1,300 fans on game day, every Badger, Packer, and Brewers game. The name tells you exactly what you're getting.",Game days are the entire point. Get there early for big games. Off-season it's just a big sports bar with good TVs.,0.2,0.9,0.8,"friend-hangout, food-focused",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""16:00"",""close"":""02:00""},""hours_verified"":false}"
210,State Street Brats,other,State Street,THE place to be on UW game days. Second floor is where the party happens. Legendary State Street spot that's tourist-heavy any other time but essential during football season.,"Game days only, really. Get there early. Second floor. Embrace the chaos. Any other day, there are better options.",0.2,0.7,0.8,"friend-hangout, food-focused",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard""},""hours_verified"":false}"
214,The Brass Ring,other,East side,"Madison's premier pool hall with 8 professional 9-foot tables. Upscale pub food, large patio, 20 draft beers, seasonal cocktails. More than a dive bar, less than pretentious.",Weeknight pool without the weekend crowd. The food is better than pool hall food should be. Patio in summer for drinks without the noise.,0.4,0.7,0.5,"friend-hangout, food-focused",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard""},""hours_verified"":false}"
208,The Paradise Lounge,other,Downtown,"Top-rated downtown dive with a pool table, pub food, and drink specials that actually matter. The kind of bar that doesn't try to be anything other than a good bar.",Drink specials change daily—ask what's on. Pool table is first-come. Late nights when you don't want craft cocktails.,0.3,0.9,0.5,"friend-hangout, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""16:00"",""close"":""02:00""},""hours_verified"":false}"
207,Up North Bar,other,150 S Blair St,"Multi-level dive bar with Wisconsin Northwoods decor—funky and super casual. Live bands with no cover charge, craft beer from Wisconsin breweries, free popcorn and peanuts. Pinball machines upstairs, outdoor space in summer.",Check the live music schedule. $4 Tap of the Day. Upstairs for pinball and quieter conversation. Free shot trivia if you're competitive.,0.3,0.8,0.6,"friend-hangout, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""16:00"",""close"":""02:00""},""hours_verified"":false}"
228,Village Bar (Village Green),other,West side,"Popular west side neighborhood bar that's exactly what ""neighborhood bar"" should mean. Regulars, reasonable prices, no pretense, consistently good.",Weeknight for the regular crowd. Weekend afternoons. The kind of place you become a regular at without trying.,0.4,0.9,0.5,"friend-hangout, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""16:00"",""close"":""02:00""},""hours_verified"":false}"
212,Whiskey Jack's,other,State Street,"Wild West-themed college bar with Thursday night 25, 50, and 75 cent taps—one of the best drink specials in Madison. The theme is committed, the prices are real, the crowd is exactly what you'd expect.",Thursday night for the tap specials. Pace yourself at those prices. Not a weekend destination unless you're 21 and love crowds.,0.2,0.9,0.8,"friend-hangout, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard""},""hours_verified"":false}"
221,Wilson's Bar & Grill,other,2144 Atwood Ave,"Great sports watching spot on Atwood with darts, pool tables, and food specials. Neighborhood bar that does sports bar things correctly without being a sports bar.",Game days for the TVs and crowd. Pool any other night. Food specials are actually good deals.,0.3,0.9,0.6,"friend-hangout, food-focused, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""16:00"",""close"":""02:00""},""hours_verified"":false}"
206,Woody and Anne's,other,2236 Winnebago St,"Small cash-only east side dive once popular with Ray-O-Vac workers, now neighborhood regulars. 22-foot vintage shuffleboard table lines the front wall, curved bar fills the rest of the space. Nothing fancy, everything correct.","Cash only, no exceptions. Play shuffleboard. Weeknight evenings for the regular crowd and their stories.",0.4,0.9,0.4,"friend-hangout, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard""},""hours_verified"":false}"
187,Brittingham Park,park,701 W. Brittingham Pl,"Beach access, canoe/kayak rental, concessions, picnic tables, playground. Houses Camp Randall Rowing Club at historic Brittingham Boat House—oldest surviving park building in Madison. Lake Monona access with actual amenities.",Kayak rental in summer—the lake is calmer than it looks. Playground for kids. The boat house is worth looking at. Beach swimming when it's hot.,0.5,0.2,0.6,"nature, free, kid-friendly",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""daylight""},""hours_verified"":false}"
184,Elver Park,park,West Madison,"Largest community park in Madison with 200+ acres. Big playground, hiking trails, winter ice skating and cross-country skiing (rentals available), huge sledding hill, summer splash pad. Disc golf with holes 2-4 redesigned and opened 2025.",Winter sledding hill rivals Warner's. Summer splash pad for kids. Fall hiking when leaves are turning. Disc golf if you throw.,0.4,0.1,0.7,"nature, free, kid-friendly",2,Yes,Yes,1/17/2026,"{""season"":""winter"",""hours"":{""type"":""daylight"",""notes"":""Elver has evening lights until 10pm""},""conditions"":[""snow""],""hours_verified"":false}"
182,Henry Vilas Park,park,Northern shore of Lake Wingra,"One of Madison's oldest parks on northern shore of Lake Wingra. Sandy beach, accessible fishing piers, two playgrounds including famous Old Woman in a Shoe slide. Third playground with dinosaur equipment near large Indian mound. Home to free Henry Vilas Zoo.","Weekday afternoon avoids weekend crowds. Start at the zoo (free), walk to the beach, end at the dinosaur playground. The Indian mound on the hill is worth the climb.",0.4,0.3,0.6,"nature, free, kid-friendly",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""daylight""},""hours_verified"":false}"
185,Hoyt Park,park,West side Madison,"Former quarry with unique character. Picnic shelters with stone fireplaces, winding wooded trails with stunning sunset views. One of few places downtown for campfires.",Evening for the sunset. The quarry walls make it distinct. Bring firewood if you want a campfire. The trails loop but let you actually wander.,0.7,0.2,0.4,"nature, free, friend-hangout, outside-my-norm",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""daylight""},""hours_verified"":false}"
180,James Madison Park,park,614 E. Gorham St,"Prime lakefront location featuring the Gates of Heaven synagogue building, moved here in 1971 and now a designated City landmark on the National Register of Historic Places. Best downtown lake access.","Sunset on the pier. Bring nothing, leave your plans at home. The synagogue building is worth looking at, not just looking past.",0.7,0.2,0.3,"nature, free, solo-friendly",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""daylight""},""hours_verified"":false}"
190,Marshall Park,park,West side Lake Mendota,"27 acres on west side of Lake Mendota, purchased 1956. Named for park system developer instrumental in adding Cherokee Marsh and developing Olbrich Botanical Gardens. Lake access without the crowds.",Weekday afternoon. Lake Mendota views without the Picnic Point crowds. Quiet neighborhood feel. Bring a book or don't.,0.7,0.2,0.3,"nature, free, solo-friendly",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""daylight""},""hours_verified"":false}"
186,Olin Park,park,Lake Monona shore,"Some of the best views of downtown Madison from Lake Monona shore. Convenient, accessible, affordable. Pavilion closed 2026 for essential repairs, but the shoreline is the real draw anyway.","Sunset facing downtown. Bring a blanket, not a plan. The skyline view is Madison's postcard shot. Summer for Concerts on the Square overflow crowd.",0.7,0.2,0.3,"nature, free, solo-friendly",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""daylight""},""hours_verified"":false}"
188,Owen Conservation Park,park,Old Sauk Road,"92-acre conservation park, former farm and retreat of UW Professor Edward T. Owen. Prairies and oak savannas reclaiming the landscape. 3.4 miles of trails featuring diverse habitats. West side hilltop location.",Fall for the prairie colors. Spring for wildflowers. Go alone and walk the full 3.4 miles. The habitat transitions are the point.,0.8,0.1,0.3,"nature, free, solo-friendly, educational",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""daylight""},""hours_verified"":false}"
189,Pheasant Branch Conservancy,park,West Madison,"Described as ""best urban park and green space"" in Wisconsin. Eagle nest viewable in spring. Diverse habitats for birdwatching, trails with changing scenery through prairies and woodlands.",Spring morning for birds. Bring binoculars if you have them. The eagle nest is real and active. Early morning before dog walkers.,0.8,0.1,0.3,"nature, free, solo-friendly, educational",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""daylight""},""hours_verified"":false}"
181,Tenney Park,park,Lake Mendota shore,"Multiple playgrounds, bridges over lagoon, beach, pier into Lake Mendota with great views. Watch boats come through the locks—oddly meditative. Friendly atmosphere, storybook scenery. Ice skate rentals and concessions when staffed.","Walk the full loop around the park first (15 min), then end at the lock. Bring nothing. Watch the water. Summer evenings for kayakers and herons.",0.6,0.3,0.4,"nature, free, kid-friendly, solo-friendly",2,Yes,Yes,1/17/2026,"{""season"":""winter"",""hours"":{""type"":""limited"",""notes"":""Staffed hours vary, typically 12-8pm weekends""},""conditions"":[""ice""],""hours_verified"":false}"
183,Warner Park,park,North side Madison,"Largest park in Madison with 250+ acres. Best sledding hill in Madison. Summer splash park. The scale gives you room to actually get lost, which is rare in city parks.",Winter for sledding—the hill earns its reputation. Summer for splash park with kids. Spring/fall for the trails when it's empty.,0.5,0.2,0.7,"nature, free, kid-friendly",2,Yes,Yes,1/17/2026,"{""season"":""winter"",""hours"":{""type"":""daylight"",""notes"":""Elver has evening lights until 10pm""},""conditions"":[""snow""],""hours_verified"":false}"
147,Bandung Indonesian Restaurant,restaurant,Williamson Street,"Traditional Indonesian cuisine on Williamson Street. One of the few places in Madison where you can get authentic Indonesian food, which matters more than you think when you're tired of Thai and Vietnamese.","Ask for recommendations if you're new to Indonesian food. The rendang is a safe bet. Weeknight dinner, no rush.",0.5,0.9,0.4,"food-focused, friend-hangout, outside-my-norm",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""17:00"",""close"":""20:00"",""closed_days"":[""Sun"",""Mon""],""notes"":""Tue-Sat dinner only 5-8pm""},""hours_verified"":true}"
136,Buraka,restaurant,Williamson Street,"Only Ethiopian spot in town, owned by Markos Regassa. The dorowot—hearty chicken and carrot stew in rich red sauce—is what people come back for. Also runs a food cart if you catch it.","Get the combination platter if you're new to Ethiopian. Eating with injera instead of utensils is the point, not a novelty. Weekend dinner, not lunch.",0.5,0.9,0.4,"food-focused, friend-hangout, outside-my-norm",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
131,Captain Bill's,restaurant,Lake Mendota,"Lake Mendota location voted nationally as one of Food Network's best casual restaurants. Famous for clam chowder and fresh oysters, which shouldn't work this far from an ocean but does.",Sunset dinner on the patio. Get the pan-seared walleye and the chowder. The view is part of what you're paying for—worth it.,0.5,0.6,0.4,"food-focused, friend-hangout, date-night",3,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
142,Dotty Dumpling's Dowry,restaurant,Downtown Madison,Beloved downtown spot for specialty burgers and cheese curds. Fresh 6oz patties from Wisconsin-raised lean ground chuck. The kind of place that's been doing its thing long enough to not care about trends.,Go at 2pm or 8pm to avoid the rush. The cheese curds are mandatory. Sit at the bar if you're solo.,0.3,0.9,0.5,"food-focused, friend-hangout, cheap-eats",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
127,Fairchild,restaurant,Madison neighborhood,Neighborhood gem that somehow pulls off upscale dining without making you feel like you need to dress up. The kind of place locals guard jealously but also can't help recommending.,Weeknight reservations are easier. The pasta is made in-house and worth building your meal around. Bring wine—BYOB with no corkage fee.,0.6,0.9,0.4,"date-night, food-focused, friend-hangout",3,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
151,Fya Syde Kitchen,restaurant,Madison,"Jamaican roots with oxtail stew, jerk chicken, curry goat, and oxtail birria tacos. Second location from Wisconsin Dells bringing Caribbean specialties to Madison proper.","Order the oxtail. Embrace the wait—good oxtail takes time. The jerk chicken is properly spicy, not Madison spicy.",0.4,0.8,0.5,"food-focused, friend-hangout, outside-my-norm",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
123,Graze,restaurant,Capitol Square,"L'Etoile's sister restaurant with Capitol views and a more approachable gastropub vibe. Same farm-to-table commitment, same Chef Tory Miller, but you can wear jeans and the noise level allows actual conversation.",Request a window table for the Capitol views. The burger is one of Madison's best kept secrets—people come for elevated fare and leave talking about the burger.,0.4,0.9,0.5,"date-night, food-focused, friend-hangout",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
135,Ha Long Bay,restaurant,Willy Street,"Willy Street institution mixing Thai and Vietnamese in ways that shouldn't work but do. The neighborhood treats it like a staple, which in Madison means you'll wait on weekends.",Weeknight dinner avoids the rush. Pho and pad thai are both correct. Cash speeds things up but they take cards.,0.4,0.9,0.5,"food-focused, friend-hangout, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
124,Heritage Tavern,restaurant,Downtown Madison,"Chef Dan Fox built a reputation on seafood in a landlocked state. The dining room is upscale without being stuffy, the kind of place where celebrating something feels appropriate but not required.",Weekend brunch is less crowded than you'd expect. The oyster selection rotates and they're serious about it. Ask for recommendations—the staff knows their bivalves.,0.6,0.9,0.4,"date-night, food-focused",3,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""16:00"",""close"":""21:00"",""closed_days"":[""Mon""],""notes"":""Sat-Sun brunch 9am-2pm""},""hours_verified"":true}"
149,Hubbard Ave Diner,restaurant,Madison,"Classic diner fare with meatloaf, burgers, and fish fry Fridays. Neighborhood favorite that does diner food without irony or Instagram-worthy plating. Just good, dependable food.","Friday fish fry, obviously. Otherwise breakfast anytime. Sit at the counter for the full diner experience.",0.4,0.9,0.5,"food-focused, cheap-eats, friend-hangout, kid-friendly",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00"",""notes"":""Fish fry Fridays""},""hours_verified"":false}"
144,Ian's Pizza,restaurant,Multiple locations,"Voted Wisconsin's Best Pizza by Food Network. The Mac n' Cheese Pizza is famous, premium giant slices with original whole-food local flavor. Multiple locations, late delivery, State Street open until bar close.",Late night on State Street. By the slice. The Mac n' Cheese pizza is a rite of passage but the rotating daily slices are often better.,0.3,0.8,0.6,"food-focused, friend-hangout, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
122,L'Etoile,restaurant,316 W. Washington Ave,"Farm-to-table French-inspired American on the Capitol Square since 1976, reinvented in 2005 by Chef Tory Miller who won James Beard's Best Chef Midwest in 2012. The kind of special occasion spot that doesn't feel like it's performing for you—it's genuinely focused on the food.","Reserve for dinner, not lunch. Tuesday through Thursday are quieter. Ask what's from their farm partnerships that week—the menu changes constantly and the servers actually know the answer.",0.7,0.9,0.3,"date-night, food-focused",3,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""17:00"",""close"":""21:00"",""closed_days"":[""Sun"",""Mon"",""Tue""],""notes"":""Wed-Sat dinner only""},""hours_verified"":true}"
178,La Brioche,restaurant,Madison,"Most elegant tea sets, delicious French-style dishes, famous morning buns. French bakery experience in Madison without the flight to France.",Morning buns are the specialty—get there early before they sell out. Tea service if you have time. Pastries to go if you don't.,0.6,0.9,0.3,"food-focused, date-night, solo-friendly",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""07:00"",""close"":""14:00""},""hours_verified"":false}"
138,La Concha,restaurant,Fish Hatchery Road,South side Mexican with huge delicious torta sandwiches and some of the best baked goods in the city. The kind of place you drive past three times before you realize you've arrived.,"Tortas for lunch, pan dulce for breakfast or to-go. The tres leches is correct. Cash only, there's an ATM inside.",0.4,0.9,0.5,"food-focused, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
148,Madistan,restaurant,Downtown Madison,Family-owned downtown serving Pakistani and Indian comfort food alongside Mediterranean and vegetarian choices. The kind of menu that sounds scattered until you realize it's just comprehensive.,Lunch buffet on weekdays is serious value. Dinner for the full menu. The butter chicken and biryani are both solid.,0.5,0.9,0.4,"food-focused, cheap-eats, friend-hangout",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
174,Marigold Kitchen,restaurant,Pinckney Street,"Brunch all day on weekends. Classics like pancakes, French toast, omelets alongside unique dishes like three grain tempeh bowl and duck confit hash. Pinckney Street spot that takes breakfast seriously.","Weekend mornings before 10am avoids the rush. The duck confit hash if you're adventurous, the French toast if you're not. Both are correct.",0.5,0.9,0.4,"food-focused, friend-hangout, date-night",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""07:00"",""close"":""14:00""},""hours_verified"":false}"
177,Mickey's Dairy Bar,restaurant,Across from Camp Randall,"Cash-only diner across from Camp Randall serving breakfast Wed-Sun. All go-to brunch items with amazing ""yanks"" (their specialty) and delicious shakes. Madison institution that hasn't changed because it doesn't need to.","Cash only, no exceptions. Weekend breakfast before 11am. Order a yank even if you don't know what it is. The counter is the right seat.",0.3,0.9,0.6,"food-focused, cheap-eats, friend-hangout, outside-my-norm",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""07:00"",""close"":""14:00""},""hours_verified"":false}"
126,Mint Mark,restaurant,Madison,"Seasonal restaurant from Chad Vogel of Robin Room. Highlights Wisconsin's bounty in a way that doesn't feel like a tourism board wrote the menu. The cocktail program is built specifically around the food, which is rarer than it should be.",Trust the cocktail pairings. The bartenders work directly with the kitchen on the menu. Go in fall or spring when Wisconsin seasons are most interesting.,0.6,0.9,0.4,"date-night, food-focused",3,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
175,Monty's Blue Plate Diner,restaurant,2089 Atwood Ave,"1950s-style diner in Schenk-Atwood with all-day breakfast. Award-winning pies, cakes, cupcakes, cookies made from scratch daily. Vegan, vegetarian, gluten-sensitive options. Quintessential neighborhood gathering spot open 7 days 7:30am-9pm.","Go for breakfast, stay for pie. The malts are old-school correct. Counter seating for solo visits, booths for groups.",0.4,0.9,0.5,"food-focused, friend-hangout, kid-friendly, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""07:00"",""close"":""14:00""},""hours_verified"":false}"
130,Nook,restaurant,Madison,"Fine dining establishment that consistently appears on top Madison lists without generating buzz or crowds. Prefers to be excellent rather than talked about, which is increasingly rare.",Check their seasonal menu before going—it changes frequently. Reservations recommended but walk-ins at the bar often work.,0.7,0.9,0.3,"date-night, food-focused",3,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
179,Ogden's North Street Diner,restaurant,North Street,Charming and welcoming. All-day menu includes breakfast plus diner favorites like burgers and fries. All the breakfast favorites done without fuss or Instagram styling.,"Weekday breakfast. Classic diner booth experience. The scrambles are reliable, the coffee is hot, the vibe is right.",0.5,0.9,0.4,"food-focused, cheap-eats, friend-hangout",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""07:00"",""close"":""14:00""},""hours_verified"":false}"
140,RED Sushi,restaurant,316 W. Washington Ave,Chic modern Japanese near the Capitol with creative rolls so fresh you'll wonder how they pull it off in Wisconsin. Happy hour 4-6pm is one of downtown's best-kept deals.,"Sit at the sushi bar. Ask what's freshest, not what's popular. Happy hour is serious value. Weeknight dinner avoids the weekend crowd.",0.5,0.9,0.4,"food-focused, date-night, friend-hangout",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
150,Saigon Noodles,restaurant,Odana Road,Odana Road Vietnamese with excellent to-go banh mi. The kind of place where the pho is reliable and the sandwiches are better than most dedicated sandwich shops.,"Banh mi for lunch, pho for dinner. Call ahead for takeout. The lemongrass chicken sandwich is the move.",0.5,0.9,0.4,"food-focused, cheap-eats",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
134,Salvatore's Tomato Pies,restaurant,Madison,"Easily the best pizza in Madison. Hand-tossed housemade crusts with the best local ingredients they can source. Cozy enough for a date night, reliable enough for regular takeout.",Call ahead for takeout on weekends—it gets busy. The margherita is the move if you're new. Sit at the bar if you're dining in solo.,0.5,0.9,0.4,"food-focused, date-night, friend-hangout",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
125,Sardine,restaurant,Lake Monona waterfront,Lake Monona waterfront location with French fare and the view to match. The oyster happy hour from 4-6pm daily is one of Madison's best-kept rituals among people who finish work at reasonable hours.,Brunch on the patio if weather permits—universally agreed to be Madison's best brunch. Make a reservation. Order the oysters even if you came for something else.,0.5,0.7,0.4,"date-night, food-focused",3,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
137,Taqueria Guadalajara,restaurant,Madison,Probably the best bet for tacos in Madison. Authentic Mexican street-style without the food truck markup or the gentrified taqueria aesthetic. Just good tacos.,"Order at the counter, grab a table. Al pastor and carnitas are both solid. Weekend mornings for menudo if you're brave.",0.4,0.8,0.5,"food-focused, cheap-eats, friend-hangout",1,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
141,Tavernakaya,restaurant,State Street area,Modern izakaya on State Street with solid ramen and a Chinese dumpling bar. Plus sushi and buns. The kind of menu that tries to do everything and somehow doesn't fail at any of it.,"Ramen on cold days, dumplings always. Late night menu if you're out downtown. Weekend lunch avoids the dinner rush.",0.4,0.9,0.5,"food-focused, friend-hangout, cheap-eats",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
143,The Old Fashioned,restaurant,Capitol Square,"Madison staple on the Capitol Square serving all Wisconsin delicacies. Usually packed with tourists, which tells you it's both authentic and accessible. The cheese curds are famous for good reason.",Weekday lunch or late weeknight dinner. Order a brandy Old Fashioned. Get the cheese curds. Embrace the Wisconsin of it all.,0.3,0.9,0.6,"food-focused, friend-hangout, outside-my-norm",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00"",""closed_days"":[""Sun""],""notes"":""Mon-Thu 11am-9pm, Fri 11am-10pm, Sat 10am-10pm""},""hours_verified"":true}"
133,The Statehouse,restaurant,"Edgewater Hotel, Lake Mendota",Midwest cuisine at the Edgewater Hotel with floor-to-ceiling windows overlooking Lake Mendota. Hotel dining that doesn't feel like hotel dining—the view and the food both earn their place.,Request a window table when you reserve. Sunset timing if you can manage it. The hotel bar next door is worth a pre-dinner drink.,0.6,0.9,0.3,"date-night, food-focused",3,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
146,The Tipsy Cow,restaurant,Downtown Madison,"Popular downtown brewpub with an artful menu built around burgers and bar bites. The double smash ""tipsy burger"" is described by locals as ""insanely good,"" which is high praise in a burger-competitive city.",Weeknight dinner. Order the tipsy burger. Sit at the bar if there's a wait. The tap list rotates and they pick well.,0.3,0.9,0.6,"food-focused, friend-hangout, cheap-eats",2,Yes,Yes,1/17/2026,"{""season"":""all"",""hours"":{""type"":""standard"",""open"":""11:00"",""close"":""21:00""},""hours_verified"":false}"
